Date,Crossing ID #,Start Time,Group,Time of Crossing:,ID,Age/Sex/Class,Cross Gait,Mid Cross Behavior,Cross Complete?,Post Cross Food Behavior,Post Cross Other Behavior,Notes
08/09/25,90102,9:00:00,B,9:01:51,Misses,SF,RN,"MST, MV",C,MV,MO,VH stop
08/09/25,90103,9:00:00,B,9:01:51,Rimba,SM,RN,"MST, MV",C,MV,MO,VH stop
08/09/25,90104,9:00:00,B,9:03:50,Misses,SF,RN,NA,C,NA,MO,
08/09/25,90105,9:00:00,B,9:04:31,Rimba,SM,RN,NA,C,NA,RE,
08/09/25,90106,9:00:00,B,9:07:17,Rusak,AM,WK,"MST, SU",I,NA,NA,
08/09/25,90107,9:00:00,B,9:07:50,Rusak,AM,WK,NA,C,NA,RE,
08/09/25,90108,9:00:00,B,9:08:09,Rimba,SM,WK,MST,C,NA,SU,su road
08/09/25,90109,9:00:00,B,9:10:54,Rimba,SM,WK,"MST, TC",C,FO,MO,*misses leaves roadside around 9:10:00
08/09/25,90110,9:00:00,B,9:11:11,Rusak,AM,BWK,TC,C,NA,MO,
08/09/25,90111,9:00:00,B,9:15:52,Pado,AM,WK,TC,C,NA,MO,
08/09/25,90112,9:00:00,B,9:16:09,Afwan,SM,BWK,NA,C,NA,MO,
08/09/25,90113,9:00:00,B,9:17:20,Abu,SM,WK,TC,C,NA,MO,
08/09/25,90201,9:30:00,B,9:47:18,Loko,SF,BWK,NA,C,NA,SU,*majority sitting in foliage; su road
08/09/25,90301,10:00:00,B,10:03:16,Rimba,SM,WK,MST,I,NA,NA,"SAMPLE INCOMPLETE. *majority group moves into forest 10:01:00, remaining individuals move to forest 10:08:00."
08/09/25,90401,10:30:00,C1,10:30:17,U,J,BWK,NA,I,NA,NA,
08/09/25,90402,10:30:00,C1,10:34:25,U,J,BWK,NA,C,NA,PL,
08/09/25,90403,10:30:00,C1,10:35:01,U,J,WK,MST,C,OS,OS,
08/09/25,90404,10:30:00,C1,10:35:10,Atlas,AM,WK,MST,I,NA,NA,
08/09/25,90405,10:30:00,C1,10:36:41,Maya,AF+I,WK,TC,C,NA,MO,
08/09/25,90406,10:30:00,C1,10:37:05,Shealy,SF,WK,NA,C,NA,RE,
08/09/25,90407,10:30:00,C1,10:37:05,Kiko,SF,WK,NA,C,NA,RE,
08/09/25,90408,10:30:00,C1,10:37:35,Maya,AF+I,WK,TC,C,NA,MO,
08/09/25,90409,10:30:00,C1,10:37:47,U,J,RN,NA,C,OS,OS,
08/09/25,90410,10:30:00,C1,10:41:25,Maya,AF+I,WK,NA,C,NA,RE,
08/09/25,90411,10:30:00,C1,10:42:14,U,J,WK,NA,I,NA,NA,
08/09/25,90412,10:30:00,C1,10:42:40,U,J,RN,MST,C,NA,MO,Azzam displace/chased across
08/09/25,90413,10:30:00,C1,10:42:40,Shealy,SF,RN,MST,C,NA,RE,Azzam displace/chased across
08/09/25,90414,10:30:00,C1,10:42:40,Kiko,SF,RN,MST,C,NA,SG,Azzam displace/chased across
08/09/25,90415,10:30:00,C1,10:45:34,U,J,DR,NA,C,OS,OS,
08/09/25,90416,10:30:00,C1,10:47:48,Azzam,SM,RN,NA,C,NA,SU,su forest
08/09/25,90417,10:30:00,C1,10:47:57,Shealy,SF,WK,"TC, MST, FO",C,FO,NA,
08/09/25,90501,11:00:00,C1,11:00:45,U,AF+I,RN,NA,C,MV,NA,VH stop
08/09/25,90502,11:00:00,C1,11:00:45,U,J,RN,NA,C,MV,NA,VH stop
08/09/25,90503,11:00:00,C1,11:00:45,U,J,RN,NA,C,MV,NA,VH stop
08/09/25,90504,11:00:00,C1,11:01:11,U,J,DR,NA,C,"MV, PO",NA,VH stop
08/09/25,90505,11:00:00,C1,11:02:18,U,AF,WK,TC,C,NA,SU,
08/09/25,90506,11:00:00,C1,11:02:56,U,J,RN,NA,C,NA,RE,
08/09/25,90507,11:00:00,C1,11:02:56,U,J,RN,NA,C,NA,MO,
08/09/25,90508,11:00:00,C1,11:03:14,U,J,RN,NA,C,NA,RE,
08/09/25,90509,11:00:00,C1,11:03:50,U,SF,RN,NA,C,NA,SU,su road
08/09/25,90510,11:00:00,C1,11:04:59,U,AF+I,RN,NA,C,NA,"MO, SU",su road
08/09/25,90511,11:00:00,C1,11:04:59,U,J,RN,NA,C,NA,MO,
08/09/25,90512,11:00:00,C1,11:06:00,Atlas,AM,BWK,TC,C,NA,MO,
08/09/25,90513,11:00:00,C1,11:07:37,U,AF,WK,TC,I,NA,NA,avoiding observers to FO
08/09/25,90514,11:00:00,C1,11:07:57,Norma,AF,WK,NA,C,NA,RE,
08/09/25,90515,11:00:00,C1,11:07:58,U,AF+I,RN,NA,C,NA,RE,
08/09/25,90516,11:00:00,C1,11:07:58,U,J,BWK,NA,C,NA,RE,
08/09/25,90517,11:00:00,C1,11:10:01,Maya,AF,BWK,TC,C,NA,MO,
08/09/25,90518,11:00:00,C1,11:10:01,Mawar,J,RN,NA,C,FO,MO,
08/09/25,90519,11:00:00,C1,11:10:01,U,AF,BWK,NA,C,NA,MO,
08/09/25,90520,11:00:00,C1,11:10:32,Atlas,AM,WK,TC,C,NA,MO,
08/09/25,90521,11:00:00,C1,11:12:08,U,AF,BWK,TC,C,NA,MO,
08/09/25,90522,11:00:00,C1,11:12:36,Maya,AF+I,WK,TC,C,NA,"SU, RE",su road
08/09/25,90523,11:00:00,C1,11:13:19,Shealy,SF,WK,TC,C,NA,MO,
08/09/25,90524,11:00:00,C1,11:15:14,Azzam,SM,WK,TC,C,NA,"SU, MO",
08/09/25,90525,11:00:00,C1,11:18:43,Azzam,SM,WK,"MST, SU",C,NA,SU,C2 in forest nearby
08/09/25,90601,11:30:00,C1,11:30:19,U,AF,WK,NA,C,NA,SU,
08/09/25,90602,11:30:00,C1,11:36:52,U,AF,WK,NA,C,"PO, FE",NA,VH stop
08/09/25,90603,11:30:00,C1,11:37:58,U,J,RN,NA,C,NA,MO,VH stop
08/09/25,90604,11:30:00,C1,11:38:57,U,SF,RN,NA,C,MV,NA,VH stop
08/09/25,90605,11:30:00,C1,11:39:09,U,AF+I,BWK,"MST, MV",C,NA,MO,VH stop
08/09/25,90606,11:30:00,C1,11:39:34,U,AF+I,BWK,MST,C,NA,SU,su VH across road
08/09/25,90607,11:30:00,C1,11:39:53,U,J,RN,"MST, PO",C,FE,NA,
08/09/25,90608,11:30:00,C1,11:40:05,U,AF+I,RN,NA,C,MV,MO,chase after VH
08/09/25,90609,11:30:00,C1,11:41:25,U,AF+I,RN,NA,C,NA,MO,
08/09/25,90610,11:30:00,C1,11:41:33,U,AF+I,RN,NA,C,NA,MO,same indv as 90609
08/09/25,90611,11:30:00,C1,11:42:55,U,AF+I,RN,NA,C,NA,RE,
08/09/25,90612,11:30:00,C1,11:43:45,Azzam,SM,WK,NA,C,NA,MO,
08/09/25,90613,11:30:00,C1,11:45:13,U,SF,WK,TC,C,FO,MO,inspect plastic
08/09/25,90614,11:30:00,C1,11:45:45,Norma,AF,BWK,TC,C,NA,MO,
08/09/25,90615,11:30:00,C1,11:45:56,U,AF+I,RN,NA,C,NA,"MO, RE",
08/09/25,90616,11:30:00,C1,11:46:35,U,J,RN,NA,C,NA,MO,
08/09/25,90617,11:30:00,C1,11:46:58,U,J,RN,NA,C,NA,PL,
08/09/25,90618,11:30:00,C1,11:46:58,U,J,RN,NA,C,NA,PL,
08/09/25,90619,11:30:00,C1,11:46:58,U,AF,WK,NA,C,NA,MO,
08/09/25,90620,11:30:00,C1,11:48:01,Atlas,AM,WK,NA,C,NA,RE,
08/09/25,90621,11:30:00,C1,11:48:01,U,J,WK,NA,C,NA,"RE, DG",
08/09/25,90701,15:40:00,B,15:41:36,Abu,SM,WK,MST,I,NA,NA,
08/09/25,90702,15:40:00,B,15:42:37,Abu,SM,WK,"MST, FO",I,NA,NA,
08/09/25,90703,15:40:00,B,15:42:51,Pado,AM,WK,MST,C,NA,"MO, SU",
08/09/25,90704,15:40:00,B,15:43:33,Abu,SM,WK,"MST, FO",I,NA,NA,
08/09/25,90705,15:40:00,B,15:44:30,Afwan,SM,WK,NA,C,NA,RE,
08/09/25,90706,15:40:00,B,15:45:09,Abu,SM,WK,NA,C,NA,SU,
08/09/25,90707,15:40:00,B,15:47:07,Pado,AM,WK,TC,C,NA,SU,su road
08/09/25,90708,15:40:00,B,15:47:21,Dirgha,SM,WK,TC,C,NA,SU,su road
08/09/25,90709,15:40:00,B,15:49:49,Dirgha,SM,WK,MST,C,NA,MO,
08/09/25,90710,15:40:00,B,15:52:37,Loko,SF,WK,TC,C,NA,MO,
08/09/25,90711,15:40:00,B,15:53:12,U,J,BWK,NA,C,NA,MO,
08/09/25,90712,15:40:00,B,15:53:12,U,J,BWK,NA,C,NA,MO,
08/09/25,90713,15:40:00,B,15:53:42,Loko,SF,RN,NA,C,NA,MO,J chasing Loko
08/09/25,90714,15:40:00,B,15:53:42,U,J,RN,NA,C,NA,MO,J chasing Loko
08/09/25,90715,15:40:00,B,15:53:42,U,J,RN,NA,C,NA,MO,J chasing Loko
08/09/25,90716,15:40:00,B,15:54:26,Dirgha,SM,WK,MST,I,NA,NA,
08/09/25,90717,15:40:00,B,15:56:24,Abu,SM,WK,MST,I,NA,NA,sit in road over 1 min
08/09/25,90718,15:40:00,B,15:56:59,Pado,AM,WK,TC,C,NA,MO,
08/09/25,90719,15:40:00,B,15:59:06,Afwan,SM,WK,"MST, FE",C,FE,RE,
08/09/25,90720,15:40:00,B,15:59:42,U,J,WK,NA,C,NA,RE,
08/09/25,90801,16:10:00,B,16:10:47,U,J,RN,NA,C,NA,RE,
08/09/25,90802,16:10:00,B,16:10:47,U,SM,WK,NA,C,FO,NA,
08/09/25,90803,16:10:00,B,16:12:12,Rusak,AM,RN,NA,C,NA,MO,
08/09/25,90804,16:10:00,B,16:12:43,Rimba,SM,WK,NA,C,NA,MO,
08/09/25,90805,16:10:00,B,16:13:30,U,J,RN,NA,C,NA,SU,su road
08/09/25,90806,16:10:00,B,16:13:55,U,J,RN,NA,C,NA,PL,
08/09/25,90807,16:10:00,B,16:14:13,Loko,SF,RN,NA,C,NA,"MO, PL",
08/09/25,90808,16:10:00,B,16:14:15,Yogi,SF,RN,NA,C,NA,"MO, PL",
08/09/25,90809,16:10:00,B,16:15:45,Rimba,SM,WK,MST,C,NA,MO,
08/09/25,90810,16:10:00,B,16:16:11,Misses,SF,WK,NA,C,FO,MO,
08/09/25,90811,16:10:00,B,16:16:49,Chimp,AM,WK,MST,I,NA,NA,
08/09/25,90812,16:10:00,B,16:17:23,U,J,BWK,NA,C,NA,RE,
08/09/25,90813,16:10:00,B,16:17:56,U,J,WK,NA,C,NA,RE,
08/09/25,90814,16:10:00,B,16:18:27,Loko,SF,WK,"MST, SB",I,NA,NA,
08/09/25,90815,16:10:00,B,16:18:27,Afwan,SM,WK,"MST, SB",I,NA,NA,
08/09/25,90816,16:10:00,B,16:18:30,U,J,WK,NA,C,NA,SU,
08/09/25,90817,16:10:00,B,16:19:13,Abu,SM,WK,"MST, FO",I,NA,NA,
08/09/25,90818,16:10:00,B,16:19:59,Abu,SM,WK,NA,C,NA,SU,su road
08/09/25,90819,16:10:00,B,16:23:10,Afwan,SM,RN,NA,C,NA,MO,
08/09/25,90820,16:10:00,B,16:23:49,U,J,WK,MST,I,NA,NA,
08/09/25,90821,16:10:00,B,16:25:27,U,J,RN,MST,I,NA,NA,
08/09/25,90822,16:10:00,B,16:25:27,U,J,RN,MST,I,NA,NA,
08/09/25,90823,16:10:00,B,16:25:27,Pado,AM,WK,MST,I,NA,NA,
08/09/25,90824,16:10:00,B,16:25:49,Misses,SF,RN,NA,C,NA,MO,
08/09/25,90825,16:10:00,B,16:26:20,Chimp,AM,WK,TC,C,NA,MO,
08/09/25,90826,16:10:00,B,16:26:38,U,AF+I,WK,MST,I,NA,NA,
08/09/25,90827,16:10:00,B,16:26:38,U,AF+I,WK,MST,I,NA,NA,
08/09/25,90828,16:10:00,B,16:27:10,Chimp,AM,RN,NA,C,NA,"MO, SU",
08/09/25,90829,16:10:00,B,16:27:58,Rusak,AM,RN,NA,C,NA,SU,
08/09/25,90830,16:10:00,B,16:28:07,U,J,RN,NA,C,NA,SU,
08/09/25,90831,16:10:00,B,16:28:45,Rimba,SM,RN,NA,C,NA,MO,
08/09/25,90832,16:10:00,B,16:28:45,Pado,AM,RN,NA,C,NA,MO,
08/09/25,90833,16:10:00,B,16:28:57,Chimp,AM,WK,NA,C,NA,SU,
08/09/25,90901,16:40:00,B,16:41:19,Dirgha,SM,WK,NA,C,NA,RE,
08/09/25,90902,16:40:00,B,16:42:30,U,J,WK,MST,C,NA,NA,
08/09/25,90903,16:40:00,B,16:42:51,U,J,WK,NA,C,NA,MO,
08/09/25,90904,16:40:00,B,16:44:10,Pado,AM,WK,NA,C,NA,SU,su road
08/09/25,90905,16:40:00,B,16:45:54,U,AF,RN,NA,C,NA,SU,
08/09/25,90906,16:40:00,B,16:45:54,U,J,RN,NA,C,NA,PL,
08/09/25,90907,16:40:00,B,16:45:54,U,J,RN,NA,C,NA,PL,
08/09/25,90908,16:40:00,B,16:46:01,Hantu,AM,WK,NA,C,NA,SU,su forest
08/09/25,90909,16:40:00,B,16:47:23,U,J,RN,NA,C,NA,MO,
08/09/25,90910,16:40:00,B,16:47:42,U,J,RN,NA,C,MV,NA,
08/09/25,90911,16:40:00,B,16:48:54,Dirgha,SM,WK,NA,C,NA,MO,
08/09/25,90912,16:40:00,B,16:49:23,Rimba,SM,BWK,NA,C,NA,MO,
08/09/25,90913,16:40:00,B,16:49:54,Abu,SM,WK,NA,C,MV,NA,
08/09/25,90914,16:40:00,B,16:49:54,Betti,AF,WK,NA,C,MV,NA,
08/09/25,90915,16:40:00,B,16:50:05,Chimp,AM,WK,NA,C,NA,SU,
08/09/25,90916,16:40:00,B,16:50:32,U,J,RN,NA,C,NA,PL,
08/09/25,90917,16:40:00,B,16:50:34,Pado,AM,WK,"TC, MST",I,NA,NA,
08/09/25,90918,16:40:00,B,16:51:40,Abu,SM,WK,NA,C,NA,AB,
08/09/25,90919,16:40:00,B,16:51:52,U,J,RN,NA,C,NA,PL,
08/09/25,90920,16:40:00,B,16:52:51,U,J,RN,NA,C,NA,PL,
08/09/25,90921,16:40:00,B,16:53:13,Chimp,AM,BWK,NA,C,NA,MO,chasing juvies
08/09/25,90922,16:40:00,B,16:54:43,Loko,SF,BWK,NA,C,NA,MO,
08/09/25,90923,16:40:00,B,16:55:16,Abu,SM,RN,NA,C,MV,NA,VH stop
08/09/25,90924,16:40:00,B,16:55:16,Dirgha,SM,WK,NA,C,MV,NZ,
08/09/25,90925,16:40:00,B,16:56:36,Hantu,AM,WK,NA,I,NA,NA,
08/09/25,90926,16:40:00,B,16:56:57,Betti,AF,BWK,NA,C,NA,"MO, RE",
08/09/25,90927,16:40:00,B,16:57:30,Dirgha,SM,BWK,NA,C,NA,RE,
08/09/25,90928,16:40:00,B,16:58:29,U,J,WK,NA,I,NA,NA,
